fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.9,0.219,0.481,1.807,0.077,28.944,59.915,0.997,3.391,0.53,9.407,6
7.606,0.389,0.307,2.305,0.082,23.151,71.092,0.998,3.521,0.653,9.714,5
7.907,0.431,0.21,1.583,0.106,10.091,36.842,0.997,3.165,0.911,9.504,5
8.544,0.49,0.11,2.319,0.084,9.021,66.484,0.997,3.168,0.527,9.391,5
6.913,0.402,0.14,2.431,0.084,21.083,40.744,0.997,3.429,0.632,9.691,6
6.321,0.39,0.161,1.408,0.081,10.931,23.346,0.996,3.338,0.561,9.293,5
7.605,0.408,0.239,1.801,0.08,4.012,11.256,0.996,3.278,0.591,9.494,5
7.897,0.431,0.212,1.579,0.106,10.191,37.102,0.997,3.169,0.913,9.507,5
7.128,0.71,0.001,1.878,0.08,13.927,35.354,0.997,3.47,0.551,9.396,5
7.841,0.645,-0.002,2.016,0.083,7.95,16.14,0.996,3.383,0.588,9.799,6
6.7,0.67,0.068,2.411,0.089,17.096,81.486,0.996,3.35,0.541,10.1,5
6.897,0.682,0.002,2.495,0.105,21.981,36.85,0.997,3.46,0.569,10.604,6
8.3,0.653,0.122,2.3,0.084,14.936,112.9,0.997,3.171,0.66,9.818,5
6.928,0.605,0.123,10.689,0.073,40.108,83.404,0.999,3.45,0.519,9.39,6
5.209,0.32,0.252,1.832,0.103,12.9,49.902,0.996,3.378,0.55,9.197,5
7.797,0.645,-0.002,5.491,0.086,5.048,17.872,0.999,3.4,0.551,9.599,6
7.814,0.6,0.143,2.406,0.086,2.772,15.134,0.998,3.419,0.6,10.809,6
8.091,0.382,0.28,2.121,0.065,13.079,30.056,0.997,3.234,0.731,9.692,7
5.689,1.127,0.088,1.492,0.172,6.872,19.444,0.994,3.499,0.48,9.807,4
7.298,0.452,0.361,5.908,0.074,12.119,86.32,0.998,3.33,0.83,10.514,5
7.28,0.452,0.363,5.873,0.075,11.761,87.259,0.998,3.329,0.829,10.474,5
8.799,0.612,0.299,2.829,0.088,16.771,46.453,0.998,3.26,0.508,9.31,4
7.53,0.491,0.206,2.606,0.332,7.888,14.026,0.997,3.212,0.898,10.503,6
8.093,0.659,0.219,2.204,0.069,8.697,23.32,0.997,3.299,1.2,10.306,5
6.836,0.67,0.02,1.803,0.049,5.189,11.004,0.996,3.481,0.521,9.494,5
4.589,0.521,0.15,2.086,0.055,8.065,65.159,0.993,3.9,0.559,13.108,4
7.71,0.934,0.427,2.186,0.114,22.084,114.485,0.997,3.249,0.728,9.209,5
8.687,0.289,0.518,1.594,0.113,12.007,36.971,0.997,3.253,0.58,9.493,5
6.378,0.399,0.228,1.581,0.066,4.819,12.617,0.996,3.34,0.56,9.202,5
5.609,0.311,0.372,1.422,0.075,12.058,95.907,0.995,3.322,0.579,9.182,5
8.794,0.658,0.26,1.696,0.073,3.896,22.879,0.997,3.148,0.744,9.22,5
6.588,0.519,0.042,2.202,0.069,7.922,15.68,0.996,3.402,0.627,9.419,6
6.614,0.5,0.042,2.117,0.067,6.029,13.46,0.996,3.391,0.639,9.396,6
8.609,0.379,0.36,2.992,0.081,30.032,119.152,0.997,3.201,0.56,9.402,5
7.588,0.511,0.148,2.771,0.11,32.941,72.901,0.996,3.17,0.629,10.219,6
7.698,0.622,0.041,3.798,0.085,25.041,44.754,0.998,3.339,0.528,9.495,5
10.181,0.42,0.567,3.406,0.07,3.83,10.27,0.997,3.039,0.629,9.594,5
7.5,0.631,0.119,5.086,0.111,49.809,110.305,0.998,3.264,0.773,9.4,5
7.799,0.59,0.183,2.279,0.075,16.999,53.528,0.998,3.433,0.589,9.99,5
7.296,0.392,0.31,2.4,0.074,9.127,46.071,0.996,3.41,0.543,9.388,6
8.764,0.399,0.402,2.197,0.079,18.975,51.682,0.998,3.437,0.639,9.183,5
7.689,0.688,0.493,1.8,0.116,19.884,111.612,0.997,3.21,0.714,9.311,5
7.471,0.518,0.157,1.918,0.084,12.187,34.811,0.997,3.378,0.62,9.488,7
7.018,0.735,0.049,2.003,0.082,12.999,53.608,0.997,3.388,0.572,9.801,5
7.2,0.725,0.052,4.652,0.085,3.9,10.675,0.996,3.411,0.391,10.898,5
7.206,0.723,0.052,4.657,0.086,4.069,10.743,0.996,3.41,0.39,10.894,5
7.495,0.519,0.113,1.487,0.079,11.092,38.85,0.997,3.42,0.58,9.608,5
6.602,0.706,0.072,1.578,0.075,6.009,15.259,0.996,3.439,0.582,10.705,5
9.306,0.321,0.568,2.017,0.074,27.045,65.519,0.997,3.277,0.792,10.701,5
8.009,0.704,0.049,1.887,0.074,7.74,18.654,0.996,3.341,0.95,10.492,6
7.694,0.631,0.083,1.895,0.077,15.045,27.23,0.997,3.321,0.54,9.498,6
7.712,0.67,0.229,2.093,0.089,16.984,95.932,0.996,3.32,0.479,9.492,5
7.695,0.691,0.222,1.913,0.083,17.798,93.872,0.996,3.311,0.478,9.509,5
8.336,0.673,0.258,2.097,0.084,10.913,43.282,0.998,3.308,0.527,9.198,4
9.693,0.318,0.541,2.469,0.094,28.05,82.898,0.998,3.28,0.819,9.593,5
8.794,0.411,0.639,2.187,0.093,8.971,42.34,0.999,3.541,0.662,10.498,5
8.807,0.409,0.644,2.203,0.093,9.084,41.58,0.999,3.539,0.657,10.498,5
6.82,0.784,0.002,2.401,0.105,13.902,30.07,0.997,3.523,0.55,10.693,6
6.693,0.75,0.121,2.007,0.087,11.937,80.34,0.996,3.379,0.521,10.086,5
8.315,0.625,0.2,1.518,0.081,26.912,119.09,0.997,3.162,1.122,9.109,4
6.19,0.449,0.199,1.58,0.068,2.811,15.05,0.996,3.41,0.56,9.181,5
7.803,0.43,0.7,1.9,0.464,21.94,66.948,0.997,3.132,1.28,9.386,5
7.412,0.502,0.471,2.018,0.086,21.074,72.461,0.997,3.359,0.57,9.109,5
7.307,0.669,0.263,1.791,0.402,16.044,51.276,0.997,3.159,1.137,9.401,5
6.306,0.298,0.478,1.802,0.068,18.127,60.709,0.996,3.44,0.778,10.302,6
6.932,0.549,0.148,2.207,0.077,18.955,40.05,0.996,3.409,0.593,10.102,5
8.638,0.488,0.281,1.909,0.11,19.996,136.116,0.997,2.93,1.949,9.906,6
7.708,0.491,0.262,1.906,0.063,9.011,30.727,0.997,3.391,0.638,9.593,5
9.306,0.388,0.442,2.118,0.107,34.038,125.188,0.998,3.14,1.222,9.5,5
6.985,0.619,0.082,1.789,0.076,7.856,23.926,0.998,3.482,0.531,9.016,5
7.9,0.517,0.261,1.913,0.079,42.08,140.054,0.996,3.23,0.541,9.488,5
8.604,0.488,0.277,1.882,0.11,20.076,135.901,0.997,2.929,1.952,9.915,6
8.617,0.492,0.29,1.998,0.111,19.021,132.592,0.997,2.932,1.979,9.789,5
7.687,0.49,0.258,1.911,0.062,9.016,31.089,0.997,3.39,0.639,9.582,5
5.02,1.021,0.041,1.409,0.045,41.033,84.866,0.994,3.748,0.479,10.485,4
4.71,0.602,0.171,2.289,0.058,16.881,106.433,0.993,3.852,0.6,12.895,6
6.772,0.774,0.0,2.995,0.102,7.91,22.46,0.996,3.448,0.562,10.708,5
6.997,0.498,0.252,1.979,0.07,2.961,21.74,0.996,3.25,0.629,9.197,5
7.613,0.9,0.06,2.496,0.079,5.001,9.943,0.997,3.39,0.56,9.792,5
8.107,0.545,0.179,1.914,0.08,12.964,34.486,0.997,3.3,0.586,9.009,6
8.288,0.61,0.3,2.099,0.084,11.063,50.313,0.997,3.398,0.611,10.192,6
7.803,0.501,0.301,1.902,0.075,8.152,22.434,0.996,3.311,0.56,10.41,6
8.072,0.546,0.179,1.911,0.079,13.077,35.116,0.997,3.299,0.591,8.989,6
8.137,0.574,0.216,2.117,0.077,11.876,65.092,0.997,3.289,0.513,9.188,5
7.199,0.491,0.241,2.197,0.069,4.944,36.442,0.996,3.329,0.481,9.409,5
8.134,0.572,0.219,2.106,0.077,12.03,64.758,0.997,3.288,0.509,9.206,5
7.772,0.412,0.683,1.698,0.467,17.98,68.668,0.997,3.078,1.311,9.287,5
6.18,0.632,0.31,1.709,0.088,14.979,64.14,0.997,3.459,0.788,9.3,5
8.02,0.331,0.532,2.475,0.091,17.767,79.915,0.998,3.371,0.802,9.596,6
8.135,0.786,0.522,1.999,0.122,37.005,152.926,0.997,3.21,0.69,9.307,5
7.803,0.56,0.193,1.785,0.104,12.055,47.154,0.996,3.191,0.927,9.497,5
8.391,0.62,0.086,2.193,0.084,10.942,108.399,0.996,3.149,0.659,9.798,5
8.411,0.601,0.1,2.196,0.085,14.145,110.779,0.996,3.151,0.661,9.793,5
10.107,0.312,0.44,2.319,0.079,21.905,45.671,0.999,3.321,0.67,9.697,6
7.785,0.563,0.191,1.777,0.104,12.118,47.338,0.996,3.189,0.929,9.52,5
9.394,0.401,0.311,2.207,0.09,12.831,62.311,0.997,3.074,0.629,10.524,6
8.287,0.541,0.279,1.89,0.076,11.044,39.809,0.998,3.391,0.611,10.011,6
7.808,0.559,0.121,2.017,0.082,7.003,28.385,0.997,3.372,0.501,9.427,6
8.795,0.551,0.042,2.169,0.119,14.011,55.705,0.996,3.208,0.602,10.9,6
7.012,0.692,0.079,1.795,0.097,22.038,88.53,0.996,3.339,0.543,9.203,6
7.303,1.065,0.094,1.698,0.178,9.807,89.117,0.996,3.304,0.567,8.985,5
8.814,0.55,0.042,2.194,0.119,14.014,56.174,0.996,3.21,0.601,10.9,6
7.282,0.697,-0.004,2.494,0.075,2.865,13.498,0.998,3.491,0.518,9.192,5
7.974,0.71,0.0,2.6,0.08,11.041,33.624,0.998,3.439,0.529,9.5,5
7.792,0.501,0.169,1.591,0.082,21.078,102.036,0.996,3.392,0.478,9.503,5
9.004,0.62,0.041,1.896,0.146,26.995,89.413,0.998,3.158,0.7,9.39,5
8.215,1.328,-0.0,1.686,0.082,3.057,11.556,0.996,3.528,0.488,10.881,5
8.121,1.33,-0.001,1.812,0.082,3.007,12.206,0.996,3.54,0.481,10.894,5
8.017,0.59,0.157,1.795,0.065,2.953,15.753,0.996,3.42,0.92,10.491,7
6.093,0.378,0.15,1.797,0.073,6.078,19.304,0.996,3.42,0.572,9.403,5
8.004,0.748,0.561,2.016,0.118,30.068,133.784,0.997,3.24,0.658,9.403,5
5.621,0.499,0.09,2.298,0.049,16.973,99.398,0.994,3.628,0.631,12.987,5
5.633,0.5,0.091,2.303,0.049,17.13,99.021,0.994,3.632,0.627,13.003,5
6.608,0.5,0.011,1.497,0.06,16.913,26.254,0.995,3.399,0.58,9.784,6
7.918,1.043,0.048,2.181,0.084,12.965,28.732,0.996,3.22,0.552,9.895,6
8.357,0.745,0.112,1.912,0.09,15.995,63.212,0.996,3.192,0.818,9.6,5
8.324,0.714,0.152,1.807,0.09,10.049,52.46,0.997,3.228,0.772,9.497,5
7.183,0.413,0.361,1.987,0.082,13.264,44.583,0.997,3.481,0.639,9.216,5
7.786,0.561,0.189,2.115,0.08,14.806,105.247,0.996,3.33,0.539,9.506,5
7.8,0.561,0.189,2.018,0.081,16.951,107.864,0.996,3.318,0.538,9.505,5
8.373,0.747,0.106,1.876,0.09,15.974,63.133,0.996,3.19,0.824,9.588,5
8.319,0.714,0.149,1.763,0.089,9.938,52.339,0.997,3.226,0.77,9.5,5
5.178,0.341,0.002,1.821,0.05,26.828,62.635,0.992,3.681,0.788,13.976,6
6.263,0.389,0.079,1.712,0.065,3.105,20.297,0.995,3.339,0.585,9.389,5
5.209,0.339,-0.003,1.807,0.05,27.017,62.81,0.992,3.681,0.792,14.02,6
8.106,0.671,0.55,1.792,0.117,32.093,141.597,0.997,3.168,0.619,9.422,5
5.792,0.678,0.02,1.798,0.087,21.008,93.58,0.994,3.538,0.522,10.0,5
7.583,0.487,0.263,1.585,0.236,9.832,88.073,0.997,3.108,0.798,9.303,5
6.893,0.492,0.097,2.308,0.074,11.863,29.814,0.996,3.42,0.582,10.2,6
8.198,0.403,0.442,2.806,0.089,10.874,42.875,0.998,3.53,0.612,10.512,6
7.284,0.328,0.468,2.106,0.077,4.967,11.512,0.996,3.33,0.527,10.317,6
9.191,0.518,1.004,3.401,0.61,32.189,69.448,1.0,2.742,1.998,9.398,4
7.483,0.601,0.03,1.797,0.095,25.002,98.321,0.995,3.348,0.54,10.087,5
7.48,0.596,0.03,1.804,0.094,24.973,98.829,0.995,3.35,0.544,10.092,5
7.077,0.43,0.426,5.494,0.07,29.131,129.164,0.997,3.421,0.721,10.49,5
7.086,0.431,0.419,5.484,0.071,27.98,127.491,0.997,3.419,0.709,10.514,5
7.096,0.429,0.42,5.486,0.07,28.938,128.781,0.997,3.419,0.72,10.515,5
7.086,0.429,0.422,5.505,0.071,28.044,128.251,0.997,3.421,0.71,10.499,5
7.093,0.679,-0.0,2.196,0.073,12.011,21.231,0.997,3.479,0.497,9.314,5
6.803,0.598,0.178,1.897,0.078,17.887,86.231,0.997,3.59,0.573,9.324,6
7.601,0.947,0.028,2.007,0.09,7.031,19.859,0.996,3.201,0.562,9.605,5
7.619,0.678,0.023,1.305,0.072,8.89,20.646,0.996,3.169,1.078,9.208,4
7.79,0.532,0.039,1.701,0.076,16.943,31.43,0.996,3.325,0.559,9.995,6
7.411,0.596,0.263,7.285,0.071,36.0,121.033,0.998,3.37,0.49,9.402,5
7.296,0.592,0.259,7.193,0.07,35.1,121.041,0.998,3.371,0.49,9.39,5
7.802,0.628,0.479,1.697,0.1,14.096,96.429,0.996,3.193,0.62,9.531,5
6.809,0.639,0.097,2.082,0.085,17.947,101.676,0.996,3.34,0.522,10.209,5
7.274,0.547,0.028,1.609,0.071,16.982,42.335,0.996,3.371,0.482,8.982,4
6.803,0.631,0.072,2.11,0.089,11.067,44.213,0.995,3.471,0.548,10.403,6
7.504,0.707,0.241,1.805,0.36,14.754,62.324,0.996,3.001,1.589,9.489,5
7.869,0.886,0.031,1.796,0.059,3.897,7.835,0.997,3.36,0.33,9.096,4
8.002,0.421,0.168,2.014,0.073,6.251,18.312,0.997,3.288,0.61,9.2,6
8.012,0.42,0.172,2.003,0.072,5.986,18.354,0.997,3.286,0.608,9.2,6
7.386,0.62,0.05,1.932,0.068,24.193,42.072,0.996,3.422,0.569,11.522,6
7.304,0.377,0.211,2.012,0.081,6.959,34.789,0.996,3.331,0.472,9.496,5
6.909,0.5,0.042,1.511,0.086,19.022,49.512,0.996,3.351,0.78,9.506,5
7.272,0.38,0.217,2.003,0.079,6.96,35.19,0.996,3.332,0.47,9.485,5
7.492,0.52,0.424,2.312,0.086,8.01,38.242,0.997,3.579,0.608,10.507,6
6.992,0.806,0.003,2.495,0.067,7.017,19.318,0.997,3.481,0.557,9.609,5
8.84,0.608,0.138,2.398,0.066,10.071,41.842,0.997,3.19,0.59,9.521,5
8.808,0.612,0.136,2.381,0.067,9.804,41.648,0.997,3.189,0.591,9.487,5
8.88,0.611,0.49,2.02,0.271,22.776,109.931,0.997,3.12,1.02,9.298,5
7.176,0.729,0.018,2.479,0.075,15.922,41.945,0.997,3.442,0.522,9.31,5
6.777,0.61,0.198,1.801,0.076,10.95,65.037,0.997,3.539,0.581,9.309,5
6.692,0.622,0.211,1.9,0.08,8.061,62.276,0.997,3.521,0.581,9.296,6
8.892,0.313,0.57,1.986,0.111,25.934,85.191,0.997,3.26,0.53,9.71,5
7.42,0.387,0.479,2.002,0.082,13.996,67.278,0.997,3.341,0.549,9.185,5
7.702,0.704,0.102,2.578,0.085,8.934,25.845,0.998,3.389,0.488,9.7,5
7.892,0.502,0.331,2.016,0.084,15.059,142.98,0.997,3.201,0.549,9.506,5
7.905,0.489,0.32,1.908,0.081,16.958,144.53,0.997,3.198,0.551,9.503,5
8.217,0.501,0.354,2.898,0.077,20.987,126.792,0.998,3.232,0.618,9.402,5
6.375,0.371,0.248,1.918,0.073,20.823,48.717,0.997,3.568,0.62,9.805,6
6.837,0.63,0.119,3.79,0.099,15.874,125.904,0.997,3.283,0.612,9.511,5
7.6,0.55,0.21,2.213,0.071,6.838,27.551,0.996,3.279,0.552,9.695,5
7.604,0.554,0.21,2.187,0.071,7.056,28.158,0.996,3.279,0.55,9.723,5
7.764,0.591,0.332,2.015,0.075,23.933,120.352,0.997,3.251,0.537,9.386,5
7.293,0.58,0.301,2.383,0.075,15.028,55.839,0.997,3.461,0.591,10.189,5
11.485,0.3,0.6,2.002,0.067,12.201,26.865,0.998,3.111,0.969,10.095,6
5.361,0.834,0.08,1.194,0.046,13.04,93.452,0.992,3.568,0.847,12.981,7
6.924,1.091,0.059,2.099,0.061,12.056,31.041,0.995,3.511,0.43,11.418,4
9.593,0.321,0.472,1.382,0.055,9.015,24.66,0.997,3.22,0.819,10.303,7
8.786,0.371,0.48,2.105,0.098,38.99,144.826,0.998,3.04,1.029,9.295,5
6.794,0.5,0.106,1.481,0.075,15.886,48.83,0.996,3.36,0.792,9.506,5
6.984,0.421,0.351,1.599,0.087,16.117,38.962,0.996,3.339,0.55,9.202,5
6.986,0.427,0.36,1.594,0.089,13.919,37.188,0.996,3.337,0.565,9.198,6
12.805,0.302,0.74,2.634,0.095,8.85,28.132,0.999,3.198,0.769,10.79,7
12.817,0.3,0.738,2.59,0.096,8.982,28.024,0.999,3.199,0.77,10.814,7
7.786,0.567,0.311,1.774,0.068,26.059,119.54,0.996,3.291,0.53,9.307,5
7.808,0.439,0.279,2.698,0.099,17.998,95.122,0.997,3.22,0.671,9.413,5
10.997,0.299,0.58,2.107,0.054,6.976,19.304,0.998,3.311,0.876,10.502,7
9.704,0.529,0.602,1.999,0.039,5.097,18.857,0.996,3.302,0.86,12.396,6
7.989,0.728,0.24,2.79,0.084,9.935,61.705,0.997,3.351,0.56,10.015,6
11.594,0.439,0.644,2.074,0.059,4.957,14.961,0.998,3.21,0.669,10.217,6
8.186,0.569,0.261,2.204,0.06,28.17,65.091,0.996,3.302,0.43,10.116,5
7.822,0.732,0.078,2.38,0.093,9.993,41.191,0.997,3.24,0.71,9.777,6
6.996,0.489,0.488,5.61,0.06,26.033,120.952,0.997,3.34,0.76,10.51,5
8.735,0.626,0.158,2.019,0.1,12.922,48.913,0.996,3.14,0.568,11.012,5
8.097,0.728,0.219,2.174,0.072,10.876,40.871,0.997,3.362,0.551,9.114,5
7.508,0.49,0.19,1.886,0.076,10.102,43.886,0.996,3.388,0.54,9.712,5
7.81,0.531,0.329,2.383,0.081,23.924,144.294,0.996,3.3,0.601,9.499,5
7.798,0.338,0.372,2.006,0.082,23.828,58.159,0.996,3.339,0.591,9.412,6
7.364,0.529,0.256,2.002,0.102,16.022,72.327,0.996,3.149,0.568,9.41,5
6.762,0.611,0.04,1.515,0.057,4.989,9.697,0.995,3.42,0.6,9.48,5
8.602,0.647,0.25,1.991,0.083,8.226,28.372,0.998,3.28,0.601,10.0,6
8.405,0.639,0.359,1.995,0.09,14.948,54.988,0.997,3.309,0.571,10.411,4
7.71,0.431,0.247,2.592,0.073,28.887,62.976,0.996,3.372,0.58,10.505,6
8.881,0.594,0.497,2.0,0.337,27.167,81.109,0.996,3.039,1.609,9.505,6
8.994,0.821,0.141,2.585,0.089,9.111,23.004,0.998,3.388,0.627,9.807,5
7.699,0.43,0.248,2.606,0.074,29.095,62.446,0.996,3.37,0.579,10.5,6
6.92,0.52,0.251,2.59,0.082,10.036,36.885,0.997,3.46,0.501,11.001,5
5.209,0.48,0.042,1.593,0.055,19.156,105.389,0.993,3.54,0.618,12.212,7
8.009,0.384,0.06,1.802,0.078,12.12,49.65,0.996,3.37,0.525,9.879,6
8.531,0.368,0.202,2.798,0.089,18.166,58.242,0.998,3.341,0.698,9.602,6
6.87,0.522,0.252,2.594,0.081,9.993,37.379,0.997,3.46,0.502,10.989,5
8.233,0.999,0.089,2.308,0.064,6.835,36.674,0.997,3.32,0.552,9.001,6
7.194,0.63,-0.001,1.905,0.097,13.981,38.2,0.997,3.37,0.581,8.983,6
7.219,0.631,-0.001,1.92,0.097,13.971,38.244,0.997,3.368,0.582,9.02,6
7.232,0.646,-0.001,1.893,0.097,14.944,39.006,0.997,3.372,0.581,9.209,6
7.19,0.631,-0.003,1.888,0.096,14.281,37.613,0.997,3.37,0.581,8.991,6
8.201,1.003,0.092,2.308,0.065,6.914,36.944,0.997,3.319,0.549,9.002,6
8.893,0.636,0.37,1.687,0.264,5.113,62.156,0.997,3.002,1.091,9.299,5
12.01,0.383,0.558,2.09,0.092,6.079,23.829,0.999,3.14,0.71,10.884,6
7.705,0.581,0.099,1.787,0.102,27.927,108.563,0.996,3.08,0.49,9.794,6
15.01,0.206,0.441,2.206,0.075,9.95,23.327,1.0,3.071,0.84,9.201,7
14.99,0.209,0.446,2.195,0.075,9.852,24.023,1.0,3.068,0.84,9.201,7
7.286,0.66,-0.001,2.002,0.084,5.987,22.77,0.998,3.611,0.961,9.895,6
7.108,0.68,0.072,1.894,0.075,16.118,51.489,0.997,3.38,0.519,9.518,5
8.17,0.601,0.171,2.279,0.072,11.109,72.99,0.996,3.199,0.45,9.31,5
7.713,0.529,0.061,1.685,0.074,8.977,39.089,0.996,3.349,0.48,9.811,6
7.254,0.659,0.001,1.993,0.084,6.129,22.906,0.998,3.612,0.963,9.882,6
10.772,0.319,0.442,1.626,0.062,16.177,37.111,0.998,3.22,0.785,9.977,6
7.107,0.598,0.005,1.789,0.074,15.887,33.67,0.997,3.473,0.701,9.892,6
11.098,0.35,0.481,3.074,0.09,5.107,20.976,0.999,3.172,0.528,10.506,5
7.697,0.774,0.424,1.91,0.091,8.037,86.144,0.996,3.231,0.589,9.503,5
7.109,0.602,-0.001,1.796,0.074,16.042,34.097,0.997,3.47,0.699,9.906,6
8.002,0.569,0.232,3.18,0.073,16.932,119.524,0.997,3.261,0.573,9.31,5
9.421,0.34,0.37,2.204,0.075,4.868,13.376,0.998,3.22,0.619,9.208,5
6.589,0.696,0.0,2.095,0.075,11.992,55.989,0.997,3.488,0.668,9.206,5
7.695,0.409,0.76,1.813,0.611,8.244,44.796,0.997,3.06,1.263,9.397,5
9.986,0.309,0.471,2.608,0.085,14.003,33.49,1.0,3.358,0.799,10.505,7
7.892,0.331,0.23,1.677,0.077,18.099,45.173,0.996,3.292,0.652,9.302,5
6.994,0.976,0.041,1.996,0.087,11.949,66.986,0.996,3.351,0.598,9.395,4
8.025,0.523,0.03,1.743,0.07,9.982,35.009,0.996,3.34,0.571,10.006,5
7.895,0.371,0.232,1.794,0.077,22.89,48.664,0.996,3.279,0.671,9.287,5
12.485,0.558,0.49,2.391,0.064,4.934,27.692,1.0,3.079,0.867,10.906,5
11.802,0.258,0.522,1.801,0.071,6.027,9.746,0.997,3.2,0.719,10.2,7
8.106,0.868,0.0,3.301,0.096,26.113,60.55,1.0,3.6,0.721,9.805,4
7.919,0.347,0.457,3.593,0.078,14.957,37.138,0.997,3.348,0.859,12.822,8
6.898,0.539,0.037,3.023,0.077,7.02,27.071,0.999,3.69,0.911,9.381,6
11.511,0.177,0.511,3.991,0.104,3.967,22.871,1.0,3.278,0.971,10.105,6
7.903,0.546,0.056,4.007,0.087,26.965,61.016,0.996,3.359,0.671,10.672,6
11.523,0.179,0.51,3.976,0.104,3.994,22.796,1.0,3.279,0.968,10.104,6
10.907,0.372,0.58,3.984,0.07,17.089,65.158,0.999,3.22,0.779,10.083,5
8.39,0.715,0.201,2.391,0.076,10.122,38.214,0.997,3.311,0.643,9.38,5
7.497,0.649,0.177,6.991,0.088,27.024,93.606,0.999,3.38,0.768,9.392,5
7.89,0.545,0.055,3.989,0.086,27.011,60.118,0.996,3.357,0.671,10.703,6
6.913,0.541,0.046,2.995,0.077,6.964,27.266,0.999,3.695,0.91,9.397,6
11.484,0.181,0.512,3.986,0.105,4.064,22.94,1.0,3.279,0.973,10.095,6
10.304,0.319,0.452,6.401,0.073,5.046,12.911,0.998,3.231,0.819,12.594,8
8.907,0.399,0.316,5.593,0.087,10.104,47.259,0.999,3.384,0.769,10.499,7
11.385,0.26,0.442,3.594,0.072,6.018,19.11,0.999,3.118,0.819,9.309,6
7.69,0.273,0.676,3.528,0.358,4.941,9.71,0.997,3.252,1.078,9.882,7
7.615,0.519,0.116,2.996,0.066,12.043,52.432,0.997,3.359,0.571,9.096,5
8.905,0.398,0.324,5.621,0.087,10.156,47.212,0.999,3.38,0.769,10.498,7
9.896,0.589,0.071,3.423,0.102,31.971,70.976,1.0,3.309,0.71,9.796,5
9.909,0.589,0.066,3.413,0.102,32.043,71.73,1.0,3.311,0.71,9.824,5
11.99,0.452,0.55,2.006,0.073,24.959,49.127,1.0,3.1,0.759,10.321,6
7.502,0.404,0.127,3.023,0.093,28.946,53.123,0.997,3.37,0.701,10.323,6
8.692,0.516,0.088,2.502,0.09,20.233,48.946,0.998,3.342,0.857,10.579,7
11.59,0.42,0.531,3.29,0.105,32.92,97.422,1.001,3.198,0.949,9.195,5
8.742,0.522,0.088,2.499,0.091,20.047,48.879,0.998,3.341,0.862,10.605,7
11.033,0.202,0.48,2.009,0.343,6.064,18.557,0.998,3.301,0.711,10.492,5
10.386,0.549,0.233,2.696,0.091,17.892,48.315,0.999,3.221,0.642,10.292,6
6.912,0.363,0.251,2.397,0.098,5.027,15.509,0.996,3.407,0.601,10.09,6
13.293,0.343,0.522,3.213,0.094,16.914,52.311,1.001,3.052,0.811,9.505,6
10.783,0.499,0.463,2.531,0.072,5.017,26.701,1.0,3.05,0.638,9.486,5
10.592,0.829,0.37,2.596,0.086,25.937,69.871,0.998,3.16,0.523,9.89,5
7.118,0.629,0.059,1.992,0.082,8.118,28.967,0.999,3.67,0.73,9.61,5
7.188,0.649,0.024,2.297,0.094,5.029,31.02,0.999,3.67,0.796,9.699,5
6.943,0.671,0.062,2.095,0.081,8.049,32.953,0.998,3.679,0.708,9.558,5
7.491,0.534,0.058,2.585,0.086,20.108,43.644,0.996,3.378,0.591,10.711,6
11.086,0.182,0.48,1.492,0.067,7.047,14.801,0.997,3.224,0.641,10.086,6
8.3,0.703,0.121,2.6,0.092,12.149,28.01,0.999,3.507,0.723,10.003,5
7.435,0.671,0.123,1.582,0.186,4.925,20.794,0.996,3.393,0.541,9.514,5
8.407,0.651,0.599,2.104,0.111,12.033,90.419,0.997,3.2,0.521,9.188,5
10.286,0.532,0.484,2.51,0.063,6.02,24.859,1.0,3.12,0.592,9.295,6
7.568,0.618,0.32,2.2,0.082,7.129,54.244,0.997,3.362,0.519,9.411,5
10.339,0.411,0.419,2.369,0.214,6.106,14.764,0.999,3.191,0.619,9.494,6
10.282,0.433,0.439,2.416,0.214,5.033,12.367,0.999,3.192,0.628,9.505,6
7.378,0.289,0.378,1.67,0.062,9.01,29.71,0.997,3.408,0.529,9.501,6
10.301,0.527,0.481,2.499,0.063,6.004,25.397,1.0,3.119,0.588,9.288,6
7.888,0.53,0.241,2.005,0.072,14.959,105.144,0.996,3.271,0.541,9.415,6
9.012,0.461,0.311,2.784,0.093,18.997,97.504,0.998,3.319,0.629,9.509,6
8.588,0.466,0.296,2.997,0.076,30.186,134.93,0.998,3.301,0.531,9.401,5
7.398,0.36,0.292,2.6,0.087,25.985,72.422,0.996,3.388,0.679,11.008,5
7.12,0.351,0.292,2.477,0.096,19.872,52.494,0.996,3.42,0.65,11.016,6
9.619,0.562,0.232,3.399,0.103,36.958,92.39,1.0,3.3,0.649,10.101,5
9.586,0.77,0.119,2.923,0.082,29.992,74.321,0.999,3.3,0.639,10.393,6
9.799,0.66,0.39,3.193,0.082,21.008,59.561,0.999,3.372,0.709,11.499,7
9.605,0.77,0.122,2.88,0.083,30.058,73.129,0.999,3.298,0.64,10.4,6
9.815,0.66,0.39,3.194,0.083,21.005,59.034,0.999,3.37,0.708,11.498,7
9.29,0.607,0.262,3.408,0.09,25.164,87.183,1.0,3.242,0.621,9.706,5
